944923654	20200906	202009	2020	2020.6740											tel	TELUGU			tel						1	043	043	04	1	2.8	2	1	2	-5.22648083623694	0							4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
944923737	20200906	202009	2020	2020.6740	BUS	COMPANY						BUS													1	120	120	12	3	-4.0	20	2	20	-5.79820861150785	4	Telengana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	0							4	Telengana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	20200906	https://news2.onlinenigeria.com/news/general/849356-facebook-bans-india-ruling-party-politician-over-hate-speech.html
944923739	20200906	202009	2020	2020.6740	BUS	COMPANY						BUS													0	124	124	12	3	-4.0	10	1	10	-7.11462450592885	4	Telengana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	0							4	Telengana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	20200906	https://news2.onlinenigeria.com/news/general/849356-facebook-bans-india-ruling-party-politician-over-hate-speech.html
944923838	20200906	202009	2020	2020.6740	COP	POLICE OFFICER						COP													1	010	010	01	1	0.0	20	1	10	-5.22648083623694	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	0							4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
944923859	20200906	202009	2020	2020.6740	COP	LAW ENFORCEMENT AGENCIES						COP													0	173	173	17	4	-5.0	10	1	10	-7.11462450592885	4	Telengana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	0							4	Telengana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	20200906	https://news2.onlinenigeria.com/news/general/849356-facebook-bans-india-ruling-party-politician-over-hate-speech.html
944924022	20200906	202009	2020	2020.6740	ELI	ACTOR						ELI													1	112	112	11	3	-2.0	4	1	4	-3.9344262295082	4	Cuttack, Orissa, India	IN	IN21	20.5	85.8333	-2093740	0							4	Cuttack, Orissa, India	IN	IN21	20.5	85.8333	-2093740	20200906	https://www.indiatoday.in/india/story/wife-of-bjd-mp-anubhav-mohanty-accuses-him-of-domestic-violence-case-to-be-heard-september-7-1719021-2020-09-06
944924023	20200906	202009	2020	2020.6740	ELI	ACTOR						ELI													1	112	112	11	3	-2.0	6	1	6	-3.9344262295082	4	Kendrapara, Orissa, India	IN	IN21	20.5	86.4167	-2100278	0							4	Kendrapara, Orissa, India	IN	IN21	20.5	86.4167	-2100278	20200906	https://www.indiatoday.in/india/story/wife-of-bjd-mp-anubhav-mohanty-accuses-him-of-domestic-violence-case-to-be-heard-september-7-1719021-2020-09-06
944924279	20200906	202009	2020	2020.6740	IND	VIJAYAWADA	IND								tel	TELUGU			tel						1	043	043	04	1	2.8	8	1	8	-5.22648083623694	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
944924280	20200906	202009	2020	2020.6740	INDGOV	ANDHRA PRADESH	IND					GOV			dal	DALIT			dal						1	112	112	11	3	-2.0	2	1	2	-5.22648083623694	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
944924281	20200906	202009	2020	2020.6740	INDGOV	ANDHRA PRADESH	IND					GOV			dal	DALIT			dal						1	112	112	11	3	-2.0	4	1	4	-5.22648083623694	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Kaikalur, Andhra Pradesh, India	IN	IN02	16.5667	81.2	-2098925	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
944924282	20200906	202009	2020	2020.6740	INDGOV	ANDHRA PRADESH	IND					GOV			dal	DALIT			dal						1	112	112	11	3	-2.0	4	1	4	-5.22648083623694	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Kaikalur, Andhra Pradesh, India	IN	IN02	16.5667	81.2	-2098925	4	Kaikalur, Andhra Pradesh, India	IN	IN02	16.5667	81.2	-2098925	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
944924283	20200906	202009	2020	2020.6740	INDGOV	ANDHRA PRADESH	IND					GOV			dal	DALIT			dal						1	1712	171	17	4	-9.2	2	1	2	-5.22648083623694	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200906	https://www.indiatoday.in/india/story/narrow-escape-for-tdp-chief-chandrababu-naidu-as-convoy-collides-to-avoid-hitting-cow-1719022-2020-09-06
