947696949	20200920	202009	2020	2020.7123	ARE	UNITED ARAB EMIRATES	ARE								SGP	SINGAPORE	SGP								0	042	042	04	1	1.9	2	1	2	-3.17880794701987	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200921	https://www.newstalkzb.co.nz/news/four-new-cases-of-covid-19-confirmed-as-cabinet-reviews-alert-levels/
947696950	20200920	202009	2020	2020.7123	ARE	DUBAI	ARE								SGP	SINGAPORE	SGP								0	042	042	04	1	1.9	6	1	6	-3.17880794701987	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	Singapore	SN	SN	1.366667	103.8	SN	1	India	IN	IN	20	77	IN	20200921	https://www.newstalkzb.co.nz/news/four-new-cases-of-covid-19-confirmed-as-cabinet-reviews-alert-levels/
947696956	20200920	202009	2020	2020.7123	SGP	SINGAPORE	SGP								ARE	UNITED ARAB EMIRATES	ARE								0	043	043	04	1	2.8	2	1	2	-3.17880794701987	1	India	IN	IN	20	77	IN	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	India	IN	IN	20	77	IN	20200921	https://www.newstalkzb.co.nz/news/four-new-cases-of-covid-19-confirmed-as-cabinet-reviews-alert-levels/
947696957	20200920	202009	2020	2020.7123	SGP	SINGAPORE	SGP								ARE	DUBAI	ARE								0	043	043	04	1	2.8	6	1	6	-3.17880794701987	1	Singapore	SN	SN	1.366667	103.8	SN	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	1	India	IN	IN	20	77	IN	20200921	https://www.newstalkzb.co.nz/news/four-new-cases-of-covid-19-confirmed-as-cabinet-reviews-alert-levels/
947696958	20200921	202009	2020	2020.7151											AGR	FARMER						AGR			0	141	141	14	3	-6.5	3	1	3	-2.94599018003274	0							4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
947696972	20200921	202009	2020	2020.7151											BUS	INDUSTRY						BUS			1	046	046	04	1	7.0	5	1	5	1.3986013986014	0							4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200921	https://timesofindia.indiatimes.com/city/surat/online-faculty-development-programme-at-svnit/articleshow/78222661.cms
947696974	20200921	202009	2020	2020.7151											BUS	COMPANY						BUS			0	0841	084	08	2	7.0	2	1	2	-1.91693290734825	0							4	Thiruvananthapuram, Kerala, India	IN	IN13	8.50694	76.9569	-2113457	4	Thiruvananthapuram, Kerala, India	IN	IN13	8.50694	76.9569	-2113457	20200921	https://indianexpress.com/article/india/shashi-tharoor-bjp-using-media-as-weapon-of-mass-distraction-shifting-eyeballs-from-covid-china-economy-6604088/
947696981	20200921	202009	2020	2020.7151											COP	POLICE						COP			1	020	020	02	1	3.0	5	1	5	0	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200921	https://indianexpress.com/article/cities/lucknow/lucknow-asi-notice-to-police-over-changes-in-heritage-zone-6604093/
947696986	20200921	202009	2020	2020.7151											COP	POLICE						COP			1	090	090	09	2	-2.0	5	1	5	0	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200921	https://indianexpress.com/article/cities/lucknow/lucknow-asi-notice-to-police-over-changes-in-heritage-zone-6604093/
947696987	20200921	202009	2020	2020.7151											COP	POLICE						COP			0	111	111	11	3	-2.0	8	1	8	0	0							4	Allahabad, Uttar Pradesh, India	IN	IN36	25.45	81.85	-2088510	4	Allahabad, Uttar Pradesh, India	IN	IN36	25.45	81.85	-2088510	20200921	https://indianexpress.com/article/cities/lucknow/lucknow-asi-notice-to-police-over-changes-in-heritage-zone-6604093/
947696988	20200921	202009	2020	2020.7151											COP	POLICE						COP			0	111	111	11	3	-2.0	2	1	2	0	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200921	https://indianexpress.com/article/cities/lucknow/lucknow-asi-notice-to-police-over-changes-in-heritage-zone-6604093/
947696989	20200921	202009	2020	2020.7151											COP	DEPUTY						COP			0	120	120	12	3	-4.0	24	3	24	-4.76101244755644	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200921	https://indianexpress.com/article/india/crucial-farm-reforms-through-trail-of-anger-discord-in-house-6603952/
947696990	20200921	202009	2020	2020.7151											COP	DEPUTY						COP			0	120	120	12	3	-4.0	6	1	6	-4.83242400623539	0							4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	20200921	https://indianexpress.com/article/india/crucial-farm-reforms-through-trail-of-anger-discord-in-house-6603952/
947697013	20200921	202009	2020	2020.7151											GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	26	3	26	-0.50633712058319	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
947697014	20200921	202009	2020	2020.7151											GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	24	3	24	-5.01616473753351	0							4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
947697025	20200921	202009	2020	2020.7151											GOV	PRIME MINISTER						GOV			1	112	112	11	3	-2.0	6	1	6	-3.74115267947421	0							4	Anandpur Sahib, Punjab, India	IN	IN23	31.25	76.5	-2088828	4	Anandpur Sahib, Punjab, India	IN	IN23	31.25	76.5	-2088828	20200921	https://indianexpress.com/article/india/opp-states-see-new-faultline-centre-usurps-powers-weakens-federalism-6603978/
947697026	20200921	202009	2020	2020.7151											GOV	PRIME MINISTER						GOV			1	112	112	11	3	-2.0	6	2	6	-4.2076549914225	0							5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	11	78	-2112557	20200921	https://indianexpress.com/article/india/opp-states-see-new-faultline-centre-usurps-powers-weakens-federalism-6603978/
947697030	20200921	202009	2020	2020.7151											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	3	1	3	-7.84982935153584	0							4	Keshod, Gujarat, India	IN	IN09	21.3	70.25	-2100334	4	Keshod, Gujarat, India	IN	IN09	21.3	70.25	-2100334	20200921	https://timesofindia.indiatimes.com/city/rajkot/covid-positive-patient-jumps-to-death-from-pvt-hospital/articleshow/78222689.cms
947697054	20200921	202009	2020	2020.7151											LEG	PARLIAMENT						LEG			0	046	046	04	1	7.0	10	1	10	-0.93283582089552	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200921	https://indianexpress.com/article/explained/an-expert-explains-roles-limitations-of-select-committees-and-other-parliamentary-panels-6604092/
947697057	20200921	202009	2020	2020.7151											LEG	CONGRESS						LEG			0	090	090	09	2	-2.0	10	1	10	-0.93283582089552	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200921	https://indianexpress.com/article/explained/an-expert-explains-roles-limitations-of-select-committees-and-other-parliamentary-panels-6604092/
947697169	20200921	202009	2020	2020.7151	AGR	FARMER						AGR													1	030	030	03	1	4.0	8	1	8	-2.94599018003274	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	0							4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
947697170	20200921	202009	2020	2020.7151	AGR	FARMER						AGR													1	030	030	03	1	4.0	2	1	2	-2.94599018003274	4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	0							4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
947697176	20200921	202009	2020	2020.7151	AGR	FARMER						AGR													0	141	141	14	3	-6.5	4	1	4	-2.94599018003274	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
947697177	20200921	202009	2020	2020.7151	AGR	FARMER						AGR													0	141	141	14	3	-6.5	2	1	2	-2.94599018003274	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	0							4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	20200921	https://indianexpress.com/article/india/oppn-says-farm-bills-death-warrants-for-farmers-bjp-calls-them-big-reform-6604119/
