945872069	20200911	202009	2020	2020.6877											ARG	ARGENTINA	ARG								1	040	040	04	1	1.0	1	1	1	2.7027027027027	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	1	Argentina	AR	AR	-34	-64	AR	20200911	https://www.argentinastar.com/news/266358726/india-argentina-holds-consultations-review-bilateral-cooperation
945872331	20200911	202009	2020	2020.6877											RUS	RUSSIA	RUS								1	040	040	04	1	1.0	1	1	1	3.1700288184438	0							1	India	IN	IN	20	77	IN	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20200911	https://www.republicworld.com/india-news/general-news/india-russia-discuss-partnership-in-nuclear-space-sectors-unsc.html
945872601	20200911	202009	2020	2020.6877	AGO	ANGOLA	AGO								MED	TELECOM						MED			1	0831	083	08	2	5.0	5	1	5	0	1	Angola	AO	AO	-12.5	18.5	AO	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200911	https://telecom.economictimes.indiatimes.com/news/angolas-beleaguered-dos-santos-steps-down-from-unitel/77496493
945872606	20200911	202009	2020	2020.6877	ARE	DUBAI	ARE								CVL	ENGINEER						CVL			1	110	110	11	3	-2.0	2	1	2	6.52173913043478	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	4	Telangana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	20200911	https://kashmirreader.com/2020/09/11/indian-expatriate-wins-usd-1-million-in-dubai-lucky-draw/
945872936	20200911	202009	2020	2020.6877	CHN	CHINA	CHN								GOV	EXTERNAL AFFAIRS MINIST						GOV			1	036	036	03	1	4.0	4	1	4	-1.11111111111111	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872940	20200911	202009	2020	2020.6877	CHN	CHINA	CHN								GOV	EXTERNAL AFFAIRS MINIST						GOV			1	046	046	04	1	7.0	4	1	4	-1.11111111111111	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872947	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								IND	NEW DELHI	IND								1	036	036	03	1	4.0	4	1	4	-1.11111111111111	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872949	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								IND	NEW DELHI	IND								1	046	046	04	1	7.0	4	1	4	-1.11111111111111	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872958	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								RUS	MOSCOW	RUS								1	040	040	04	1	1.0	3	2	3	-2.53575357535754	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872959	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								RUS	MOSCOW	RUS								1	040	040	04	1	1.0	9	1	9	-1.11111111111111	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872960	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								RUS	MOSCOW	RUS								1	040	040	04	1	1.0	12	3	12	-1.79719109866169	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872961	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	1	1	1	-3.86029411764706	1	China	CH	CH	35	105	CH	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200911	https://www.express.co.uk/news/world/1334141/china-india-war-news-world-war-3-border-crisis-army-russia-Moscow-latest
945872965	20200911	202009	2020	2020.6877	CHN	SHANGHAI	CHN								RUS	MOSCOW	RUS								0	043	043	04	1	2.8	1	1	1	-1.11111111111111	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945872967	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								RUS	MOSCOW	RUS								1	046	046	04	1	7.0	7	1	7	-3.86029411764706	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200911	https://www.express.co.uk/news/world/1334141/china-india-war-news-world-war-3-border-crisis-army-russia-Moscow-latest
945872969	20200911	202009	2020	2020.6877	CHN	CHINA	CHN								RUS	RUSSIA	RUS								1	046	046	04	1	7.0	2	1	2	1.31578947368421	1	India	IN	IN	20	77	IN	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200911	https://kashmirreader.com/2020/09/11/foreign-ministers-of-russia-india-china-meet-in-moscow/
945872971	20200911	202009	2020	2020.6877	CHN	CHINESE	CHN								RUS	RUSSIA	RUS								0	120	120	12	3	-4.0	2	1	2	-1.11111111111111	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20200911	https://kashmirreader.com/2020/09/11/jaishankar-to-meet-chinese-counterpart-wang-yi-in-moscow-mea/
945873036	20200911	202009	2020	2020.6877	COP	POLICE						COP													1	090	090	09	2	-2.0	38	7	38	-5.95636635124118	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200911	https://timesofindia.indiatimes.com/city/delhi/keeping-terrorists-arrest-under-wraps-may-have-averted-2008-blasts/articleshow/78048563.cms
945873440	20200911	202009	2020	2020.6877	FRA	FRANCE	FRA								SGP	SINGAPORE	SGP								0	057	057	05	1	8.0	2	1	2	4.95495495495496	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200911	https://kashmirreader.com/2020/09/11/india-japan-ink-mutual-military-logistics-agreement-2/
