944791258	20190906	201909	2019	2019.6740	RUS	RUSSIA	RUS								GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	11	11	11	3.11203319502075	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	1	India	IN	IN	20	77	IN	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20200905	https://www.shanghainews.net/news/266302424/on-india-request-russia-refuses-to-supply-arms-to-pak
944791277	20200829	202008	2020	2020.6548	BUS	COMPANIES						BUS													1	010	010	01	1	0.0	50	5	50	-0.736812699955582	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	0							4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200905	https://www.metro.us/covid-19-vaccine-developers-prepare/
944791329	20200905	202009	2020	2020.6712											BUDEDU	BUDDHIST STUDENT				BUD		EDU			0	020	020	02	1	3.0	5	1	5	-0.59808612440192	0							4	Dharamsala, Himachal Pradesh, India	IN	IN11	32.2167	76.3167	-2094696	4	Dharamsala, Himachal Pradesh, India	IN	IN11	32.2167	76.3167	-2094696	20200905	https://tibet.net/his-holiness-begins-teachings-on-gyalsey-thokme-sangpos-37-practices-of-bodhisattva-and-je-tsongkhapas-three-principal-aspects-of-path/
944791354	20200905	202009	2020	2020.6712											CHN	CHINA	CHN								1	033	033	03	1	5.2	93	13	93	0.570087678131112	0							1	India	IN	IN	20	77	IN	1	China	CH	CH	35	105	CH	20200905	https://www.metro.us/u-s-happy-to-help/
944791365	20200905	202009	2020	2020.6712											COP	POLICE						COP			0	020	020	02	1	3.0	62	3	32	-6.53334568783305	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200905	https://www.telegraphindia.com/india/delhi-riot-outcry-over-riot-case-coercion/cid/1791019
944791372	20200905	202009	2020	2020.6712											COP	POLICE						COP			1	043	043	04	1	2.8	20	2	20	-4.06744548095664	0							4	Satara, Maharashtra, India	IN	IN16	17.6833	73.9833	-2110548	4	Satara, Maharashtra, India	IN	IN16	17.6833	73.9833	-2110548	20200905	https://www.telegraphindia.com/india/coronavirus-outbreak-guard-down-infections-spiral-in-a-maharashtra-village/cid/1790979
944791411	20200905	202009	2020	2020.6712											EDU	STUDENT						EDU			1	020	020	02	1	3.0	30	3	30	-1.4875786327487	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200905	https://www.telegraphindia.com/india/jnu-asks-phd-students-to-pay-for-covid-delay-in-thesis/cid/1790975
944791414	20200905	202009	2020	2020.6712											EDU	STUDENT						EDU			0	036	036	03	1	4.0	3	1	3	-2.88028802880288	0							4	Carnatic, Andhra Pradesh, India	IN	IN02	14	79.5	-2092545	4	Carnatic, Andhra Pradesh, India	IN	IN02	14	79.5	-2092545	20200905	https://indianexpress.com/article/india/gundecha-brothers-sexual-harrasment-dhrupad-sansthan-6583687/
944791417	20200905	202009	2020	2020.6712											EDU	STUDENT						EDU			0	036	036	03	1	4.0	1	1	1	-2.88028802880288	0							1	United States	US	US	39.828175	-98.5795	US	4	Bhopal, Madhya Pradesh, India	IN	IN35	23.2667	77.4	-2091670	20200905	https://indianexpress.com/article/india/gundecha-brothers-sexual-harrasment-dhrupad-sansthan-6583687/
944791419	20200905	202009	2020	2020.6712											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	-2.39234449760765	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200905	https://www.telegraphindia.com/india/jnu-asks-phd-students-to-pay-for-covid-delay-in-thesis/cid/1790975
944791437	20200905	202009	2020	2020.6712											EDU	STUDENT						EDU			1	112	112	11	3	-2.0	5	1	5	-2.39234449760765	0							4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200905	https://www.telegraphindia.com/india/jnu-asks-phd-students-to-pay-for-covid-delay-in-thesis/cid/1790975
944791438	20200905	202009	2020	2020.6712											EDU	UNIVERSITY						EDU			1	114	114	11	3	-2.0	5	1	5	-2.39234449760765	0							4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17.3753	78.4744	-2097701	20200905	https://www.telegraphindia.com/india/jnu-asks-phd-students-to-pay-for-covid-delay-in-thesis/cid/1790975
944791466	20200905	202009	2020	2020.6712											GOV	AUTHORITIES						GOV			1	020	020	02	1	3.0	6	2	6	-4.34283668828434	0							4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	20200905	https://www.telegraphindia.com/jharkhand/atma-nirbhar-ananya-tames-rail/cid/1791024
944791486	20200905	202009	2020	2020.6712											GOV	GOVERNMENT						GOV			1	111	111	11	3	-2.0	10	1	10	-4.13043478260869	0							4	Andhra, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	4	Andhra, Andhra Pradesh, India	IN	IN02	18	79.5	-2112824	20200905	https://www.telegraphindia.com/business/marital-discord-over-nirmalas-act-of-god-comment/cid/1791020
944791504	20200905	202009	2020	2020.6712											IGOUNODEV	UNESCO		UNO				IGO	DEV		1	112	112	11	3	-2.0	1	1	1	-2.88028802880288	0							4	Bhopal, Madhya Pradesh, India	IN	IN35	23.2667	77.4	-2091670	4	Bhopal, Madhya Pradesh, India	IN	IN35	23.2667	77.4	-2091670	20200905	https://indianexpress.com/article/india/gundecha-brothers-sexual-harrasment-dhrupad-sansthan-6583687/
