947017008	20200818	202008	2020	2020.6247	JUD	SUPREME COURT						JUD													0	1712	171	17	4	-9.2	4	1	4	-8.36653386454183	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	26.2167	81.2333	-2108528	0							4	Rae Bareli, Uttar Pradesh, India	IN	IN36	26.2167	81.2333	-2108528	20200917	https://indianexpress.com/article/india/court-fixes-sept-30-for-babri-verdict-tells-accused-to-be-present-6599066/
947017009	20200818	202008	2020	2020.6247	JUD	SUPREME COURT						JUD			IND	LUCKNOW	IND								0	1712	171	17	4	-9.2	2	1	2	-8.36653386454183	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	26.2167	81.2333	-2108528	20200917	https://indianexpress.com/article/india/court-fixes-sept-30-for-babri-verdict-tells-accused-to-be-present-6599066/
947017010	20200818	202008	2020	2020.6247	JUD	SUPREME COURT						JUD			IND	LUCKNOW	IND								0	1712	171	17	4	-9.2	4	1	4	-8.36653386454183	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	26.2167	81.2333	-2108528	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	26.2167	81.2333	-2108528	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	26.2167	81.2333	-2108528	20200917	https://indianexpress.com/article/india/court-fixes-sept-30-for-babri-verdict-tells-accused-to-be-present-6599066/
947017016	20200910	202009	2020	2020.6849	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	2	1	2	-3.48605577689243	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20200917	https://www.newsindiatimes.com/secret-tibetan-military-force-raises-stakes-in-india-china-clash/
947017019	20200910	202009	2020	2020.6849	CHNGOV	CHINA	CHN					GOV			RUS	RUSSIA	RUS								0	043	043	04	1	2.8	2	1	2	-3.48605577689243	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20200917	https://www.newsindiatimes.com/secret-tibetan-military-force-raises-stakes-in-india-china-clash/
947017036	20200910	202009	2020	2020.6849	RUS	RUSSIA	RUS								CHNGOV	CHINA	CHN					GOV			0	042	042	04	1	1.9	2	1	2	-3.48605577689243	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20200917	https://www.newsindiatimes.com/secret-tibetan-military-force-raises-stakes-in-india-china-clash/
947017053	20200917	202009	2020	2020.7041											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	40	10	40	3.09278350515464	0							4	Toowoomba, Queensland, Australia	AS	AS04	-27.5606	151.954	-1605321	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200917	https://www.thechronicle.com.au/news/wind-farm-poised-to-bring-hundreds-of-jobs-to-regi/4101068/
947017092	20200917	202009	2020	2020.7041											CHN	CHINA	CHN								1	014	014	01	1	0.0	3	1	3	-2.98507462686567	0							4	Karakoram Pass, China (general), China	CH	CH00	35.5133	77.8231	-1913524	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200917	https://indianexpress.com/article/india/ladakh-china-lac-no-ground-lost-in-depsang-but-india-hasnt-accessed-large-parts-for-15-years-6599063/
947017093	20200917	202009	2020	2020.7041											CHN	CHINA	CHN								1	043	043	04	1	2.8	3	1	3	-2.98507462686567	0							4	Karakoram Pass, China (general), China	CH	CH00	35.5133	77.8231	-1913524	4	Depsang Plains, India (general), India	IN	IN00	35.25	78.0049	-2094348	20200917	https://indianexpress.com/article/india/ladakh-china-lac-no-ground-lost-in-depsang-but-india-hasnt-accessed-large-parts-for-15-years-6599063/
947017094	20200917	202009	2020	2020.7041											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	-2.98507462686567	0							4	Depsang Plains, India (general), India	IN	IN00	35.25	78.0049	-2094348	4	Depsang Plains, India (general), India	IN	IN00	35.25	78.0049	-2094348	20200917	https://indianexpress.com/article/india/ladakh-china-lac-no-ground-lost-in-depsang-but-india-hasnt-accessed-large-parts-for-15-years-6599063/
