944581975	20190905	201909	2019	2019.6712	CHN	CHINA	CHN								USA	NEW YORK	USA								1	042	042	04	1	1.9	2	1	2	-3.42857142857143	1	India	IN	IN	20	77	IN	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200904	https://www.ndtv.com/india-news/amid-tension-with-china-india-to-host-quad-meet-later-this-year-2290170
944581982	20190905	201909	2019	2019.6712	GOV	FOREIGN MINIST						GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	25	25	25	-3.33333333333334	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200904	https://www.austinglobe.com/news/266292939/amid-tension-with-china-india-to-host-quad-meet-later-this-year
944582092	20200904	202009	2020	2020.6685											BHR	BAHRAIN	BHR								1	042	042	04	1	1.9	5	1	5	-4.91803278688525	0							1	Bahrain	BA	BA	26	50.5	BA	1	India	IN	IN	20	77	IN	20200904	http://www.gdnonline.com/Details/851370/Probe-launched-into-blaze-death
944582119	20200904	202009	2020	2020.6685											CHN	CHINESE	CHN								1	012	012	01	1	-0.4	2	1	2	-3.47490347490348	0							1	China	CH	CH	35	105	CH	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200904	https://kashmirreader.com/2020/09/04/chinese-are-encircling-indian-sub-continent-pawar/
944582124	20200904	202009	2020	2020.6685											CHN	CHINA	CHN								0	036	036	03	1	4.0	8	2	8	-3.33333333333334	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200904	https://www.austinglobe.com/news/266292939/amid-tension-with-china-india-to-host-quad-meet-later-this-year
944582125	20200904	202009	2020	2020.6685											CHN	CHINA	CHN								0	036	036	03	1	4.0	4	1	4	-3.42857142857143	0							1	India	IN	IN	20	77	IN	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200904	https://www.ndtv.com/india-news/amid-tension-with-china-india-to-host-quad-meet-later-this-year-2290170
944582129	20200904	202009	2020	2020.6685											CHN	CHINA	CHN								1	042	042	04	1	1.9	125	25	125	-3.33333333333334	0							4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200904	https://www.austinglobe.com/news/266292939/amid-tension-with-china-india-to-host-quad-meet-later-this-year
944582213	20200904	202009	2020	2020.6685											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	1.4354066985646	0							4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	20.9667	72.9	-2098110	20200904	https://timesofindia.indiatimes.com/city/kolkata/ai-applies-for-state-nod-to-operate-flights-between-kolkata-and-london-twice-a-week/articleshow/77919016.cms
944582282	20200904	202009	2020	2020.6685											IND	KOLKATA	IND								1	042	042	04	1	1.9	21	1	21	0.15279840143724	0							4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200904	https://timesofindia.indiatimes.com/city/kolkata/ai-applies-for-state-nod-to-operate-flights-between-kolkata-and-london-twice-a-week/articleshow/77919016.cms
944582283	20200904	202009	2020	2020.6685											IND	UTTAR PRADESH	IND								1	043	043	04	1	2.8	4	1	4	-3.03030303030303	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200904	https://www.hindustantimes.com/india-news/samajwadi-party-shuts-lucknow-office-for-six-days-after-infections/story-V1HMmrsjJnORwsSV6GzClL.html
