948106308	20200923	202009	2020	2020.7205											CHN	CHINA	CHN								0	040	040	04	1	1.0	1	1	1	-2.87474332648871	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200923	https://www.dailyexcelsior.com/india-china-agree-to-stop-sending-more-troops-to-lac/
948106309	20200923	202009	2020	2020.7205											CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	-1.53846153846154	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200923	http://www.deccanchronicle.com/nation/current-affairs/230920/ladakh-border-tensions-indian-chinese-armies-not-to-send-more-troops.html
948106310	20200923	202009	2020	2020.7205											CHN	CHINA	CHN								1	040	040	04	1	1.0	4	1	4	-1.53846153846154	0							1	China	CH	CH	35	105	CH	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200923	http://www.deccanchronicle.com/nation/current-affairs/230920/ladakh-border-tensions-indian-chinese-armies-not-to-send-more-troops.html
948106343	20200923	202009	2020	2020.7205											CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	8	1	8	2.23186608803472	0							3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	4	Dharma, India (general), India	IN	IN00	14.85	75.2667	-2094675	20200923	https://indianewengland.com/2020/09/far-from-being-a-mystical-religion-hinduism-has-a-profound-influence-on-the-west/
948106407	20200923	202009	2020	2020.7205											GOV	MINIST						GOV			1	040	040	04	1	1.0	78	5	68	-1.41990716124741	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20200923	https://indianewengland.com/2020/09/kashi-to-be-a-model-for-development-yogi/
948106425	20200923	202009	2020	2020.7205											HLH	DOCTOR						HLH			1	040	040	04	1	1.0	25	2	25	-3.62912574146013	0							4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200923	https://www.sify.com/finance/hcs-across-states-witness-surge-in-abortion-cases-news-news-ujwtORhfcciaa.html
948106429	20200923	202009	2020	2020.7205											IND	ASSAM	IND								0	012	012	01	1	-0.4	1	1	1	-2.33644859813084	0							4	Kaziranga, Assam, India	IN	IN03	26.6	93.4667	-2100208	4	Kaziranga, Assam, India	IN	IN03	26.6	93.4667	-2100208	20200923	https://indianewengland.com/2020/09/rhino-poaching-in-assam-has-reduced-by-86-minister/
948106431	20200923	202009	2020	2020.7205											IND	KERALA	IND								1	042	042	04	1	1.9	43	6	35	-2.66618661427777	0							5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200923	http://www.deccanchronicle.com/nation/220920/police-arrest-key-accused-in-2008-bengaluru-serial-blasts.html
948106432	20200923	202009	2020	2020.7205											IND	KERALA	IND								1	173	173	17	4	-5.0	2	1	2	-7.92079207920792	0							5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200923	http://www.deccanchronicle.com/nation/220920/police-arrest-key-accused-in-2008-bengaluru-serial-blasts.html
948106689	20200923	202009	2020	2020.7205	AFR	AFRICA	AFR																		0	051	051	05	1	3.4	4	1	4	-2.33644859813084	4	Kaziranga, Assam, India	IN	IN03	26.6	93.4667	-2100208	0							4	Kaziranga, Assam, India	IN	IN03	26.6	93.4667	-2100208	20200923	https://indianewengland.com/2020/09/rhino-poaching-in-assam-has-reduced-by-86-minister/
948106692	20200923	202009	2020	2020.7205	AFR	AFRICA	AFR								GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	5	1	5	1.01302460202605	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200923	https://in.news.yahoo.com/india-promise-africas-most-steadfast-184122226.html
948106817	20200923	202009	2020	2020.7205	BRA	BRAZIL	BRA								RUS	RUSSIA	RUS								1	043	043	04	1	2.8	8	4	8	0.64952495728997	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	1	Brazil	BR	BR	-10	-55	BR	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200923	http://www.deccanchronicle.com/nation/current-affairs/230920/pm-modis-visit-to-58-countries-since-2015-cost-the-centre-rs-517-cror.html
948107020	20200923	202009	2020	2020.7205	CHE	GENEVA	CHE																		1	120	120	12	3	-4.0	48	8	48	-0.827885810194521	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	0							4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200923	https://www.malaysiasun.com/news/266477311/turkey-again-rakes-up-kashmir-issue-at-unga
948107022	20200923	202009	2020	2020.7205	CHE	GENEVA	CHE								IND	JAMMU AND KASHMIR	IND								1	120	120	12	3	-4.0	16	8	16	-0.827885810194521	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200923	https://www.malaysiasun.com/news/266477311/turkey-again-rakes-up-kashmir-issue-at-unga
948107035	20200923	202009	2020	2020.7205	CHN	CHINA	CHN																		0	040	040	04	1	1.0	11	6	11	-2.83718156907899	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200923	https://www.dailyexcelsior.com/india-china-agree-to-stop-sending-more-troops-to-lac/
948107036	20200923	202009	2020	2020.7205	CHN	CHINA	CHN																		1	040	040	04	1	1.0	3	2	3	-1.53063221765512	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200923	http://www.deccanchronicle.com/nation/current-affairs/230920/ladakh-border-tensions-indian-chinese-armies-not-to-send-more-troops.html
948107037	20200923	202009	2020	2020.7205	CHN	CHINA	CHN																		1	040	040	04	1	1.0	12	2	12	-1.53063221765512	1	China	CH	CH	35	105	CH	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200923	http://www.deccanchronicle.com/nation/current-affairs/230920/ladakh-border-tensions-indian-chinese-armies-not-to-send-more-troops.html
